timestamp,symbol,direction,entry_price,stop,target,shares,order_id
2026-09-21 11:06:00-04:00,NVDA,long,225.245,221.58,232.575,2728,7717318c-7f46-460a-a891-4c1ce8f3ea6c
2026-09-21 12:07:00-04:00,SPY,long,771.245,766.04,781.6550000000001,1920,be1b5a57-95b9-441b-a7a4-a1045d43dd31
2026-09-21 12:07:00-04:00,AMZN,long,257.03,254.6,261.88999999999993,4113,6c16a64c-6cd0-4c6a-ae39-bc9440038c64
2026-09-22 10:01:00-04:00,MPWR,long,1335.89,1274.46,1458.7500000000002,163,fec737d9-3043-4ab6-8d1d-5d19e293b594
2026-09-22 10:02:00-04:00,ASML,long,1724.245,1696.145,1780.4449999999997,18,3adc60f1-bedf-4423-9165-7fe4aec83418
2026-09-22 10:03:00-04:00,CTAS,long,197.295,196.75,198.38499999999996,6,1722bcf8-4b82-48a8-a8ba-06facaccf751
